Model, ProductionYear,NumberofEngines,EngineType,Capacity,Range(km),FuelConsumption(L/h),HourlyMaintenance($),Age,SalesRegion,Price($)
Bombardier CRJ200,2012,2,Turbofan,50,3000,3.13,2196.87,11,Africa,20987866.92
Airbus A320,1991,2,Turbofan,180,6300,11.78,2613.42,32,Asia,68429889.81
Boeing 737,2004,2,Turbofan,162,5700,12.68,4691.21,19,Asia,73422891.93
Bombardier CRJ200,1993,2,Turbofan,50,3000,3.78,3372.24,30,Europe,10993143.99
Cessna 172,1999,1,Piston,4,1285,49.72,4291.82,24,Australia,228273.18
Bombardier CRJ200,1993,2,Turbofan,50,3000,7.9,2148.57,30,South America,12445243.39
Boeing 777,2003,2,Turbofan,396,15600,2.75,4523.42,20,Africa,484180117.11
Boeing 737,2021,2,Turbofan,162,5700,11.81,1260.82,2,Australia,112344493.82
Airbus A320,2016,2,Turbofan,180,6300,12.15,2759.29,7,North America,140191658.9
Airbus A320,2012,2,Turbofan,180,6300,13.33,1484.51,11,Asia,103373134.83
Boeing 777,1980,2,Turbofan,396,15600,12.17,3744.2,43,Europe,436043936.24
Airbus A320,2001,2,Turbofan,180,6300,6.78,4702.55,22,Europe,95608176.62
Airbus A350,2004,2,Turbofan,350,14800,13.58,2863.43,19,Australia,536470724.57
Boeing 777,2009,2,Turbofan,396,15600,5.67,514.25,14,Africa,497616713.87
Cessna 172,1990,1,Piston,4,1285,35.9,4585.4,33,Africa,217027.84
Airbus A350,2015,2,Turbofan,350,14800,12.59,2650.47,8,South America,756906729.11
Boeing 777,2022,2,Turbofan,396,15600,6.75,512.38,1,Europe,642164454.79
Boeing 737,2019,2,Turbofan,162,5700,10.97,1124.56,4,Asia,94496045.81
Boeing 737,1981,2,Turbofan,162,5700,4.73,2605.25,42,South America,62179270.36
Boeing 737,1980,2,Turbofan,162,5700,2.7,4662.89,43,North America,63680369.69
Boeing 737,1999,2,Turbofan,162,5700,5.93,3285.26,24,Africa,73380276.34
Airbus A350,2016,2,Turbofan,350,14800,5.66,4850.14,7,Europe,646665298.83
Boeing 737,1983,2,Turbofan,162,5700,11.12,4956.69,40,North America,69988773.44
Airbus A320,2021,2,Turbofan,180,6300,7.27,1439.15,2,Europe,132135209.84
Airbus A350,2003,2,Turbofan,350,14800,9.6,3922.05,20,Asia,389064452.42
Boeing 777,2006,2,Turbofan,396,15600,13.41,671.42,17,Australia,495157623.85
Boeing 737,1999,2,Turbofan,162,5700,4.92,2896.85,24,Asia,70150288.31
Boeing 737,1999,2,Turbofan,162,5700,9.94,1668.54,24,Europe,64652521.56
Boeing 777,2009,2,Turbofan,396,15600,8.06,2819.4,14,Europe,613503778.96
Boeing 737,2020,2,Turbofan,162,5700,10.95,4469.9,3,Australia,114380365.23
Bombardier CRJ200,1981,2,Turbofan,50,3000,14.47,2430.35,42,Africa,9994812.6
Airbus A320,1980,2,Turbofan,180,6300,3.16,1288.9,43,Asia,78612509.44
Boeing 737,1995,2,Turbofan,162,5700,9.32,3468.85,28,Africa,70361649.02
Cessna 172,2015,1,Piston,4,1285,33.83,812.52,8,North America,352253.84
Boeing 777,1981,2,Turbofan,396,15600,5.25,4729.22,42,Australia,414106777.62
Cessna 172,2010,1,Piston,4,1285,35.14,1915.53,13,Asia,316548.1
Bombardier CRJ200,1989,2,Turbofan,50,3000,2.52,4469.52,34,Europe,14018521.55
Boeing 737,2005,2,Turbofan,162,5700,4.55,4649.88,18,Australia,79277268.62
Airbus A350,1981,2,Turbofan,350,14800,10.73,4247.41,42,Asia,406979607.53
Airbus A350,2007,2,Turbofan,350,14800,13.93,1291.74,16,Africa,465348179.35
Airbus A350,1991,2,Turbofan,350,14800,3.38,4163.81,32,Asia,342330066.91
Cessna 172,1982,1,Piston,4,1285,30.15,1499.16,41,Australia,207937.01
Boeing 737,1997,2,Turbofan,162,5700,11.25,2964.51,26,Australia,65064473.31
Boeing 777,2010,2,Turbofan,396,15600,14.16,4372.68,13,Europe,625209251.67
Boeing 777,1981,2,Turbofan,396,15600,3.46,2451.29,42,Australia,443878123.89
Boeing 777,1992,2,Turbofan,396,15600,14.91,3693.82,31,Europe,494010547.86
Bombardier CRJ200,2008,2,Turbofan,50,3000,11.36,3603.53,15,Asia,16771243.88
Bombardier CRJ200,1982,2,Turbofan,50,3000,4.9,3011.49,41,South America,12252197.57
Airbus A350,2015,2,Turbofan,350,14800,6.19,1565.78,8,Australia,646130368.97
Airbus A350,1994,2,Turbofan,350,14800,13.54,4648.67,29,Australia,354593862.28
Bombardier CRJ200,1983,2,Turbofan,50,3000,5.69,718.24,40,North America,11956912.54
Boeing 777,1985,2,Turbofan,396,15600,9.59,3331.05,38,South America,453106848.9
Boeing 777,2009,2,Turbofan,396,15600,3.37,585.65,14,Africa,621763361.89
Cessna 172,1990,1,Piston,4,1285,16.19,2117.68,33,North America,218187.55
Bombardier CRJ200,2003,2,Turbofan,50,3000,11.78,4169.01,20,Australia,13573595.83
Cessna 172,2014,1,Piston,4,1285,36.63,4176.68,9,Europe,318767.06
Boeing 777,2020,2,Turbofan,396,15600,4.38,4968.54,3,North America,817176363.1
Airbus A350,1991,2,Turbofan,350,14800,5.76,1465.22,32,South America,392128061.67
Airbus A350,2003,2,Turbofan,350,14800,14.62,2840.28,20,Africa,501102574.69
Boeing 777,1998,2,Turbofan,396,15600,14.28,3630.3,25,Europe,352815154.2
Bombardier CRJ200,2011,2,Turbofan,50,3000,3.95,4346.26,12,Australia,16073294.99
Cessna 172,2006,1,Piston,4,1285,30.3,4756.68,17,North America,276007.55
Airbus A350,1985,2,Turbofan,350,14800,8.28,3721.82,38,South America,393277143.86
Boeing 777,1988,2,Turbofan,396,15600,8.56,3320.62,35,North America,411576105.0
Boeing 777,2021,2,Turbofan,396,15600,6.83,1823.13,2,Africa,747043979.44
Airbus A350,2014,2,Turbofan,350,14800,13.7,959.56,9,Australia,550061687.31
Airbus A320,1982,2,Turbofan,180,6300,12.47,4641.18,41,North America,71468180.19
Cessna 172,2020,1,Piston,4,1285,40.77,1134.86,3,Europe,409268.59
Cessna 172,2001,1,Piston,4,1285,29.71,3511.39,22,South America,270029.15
Bombardier CRJ200,1990,2,Turbofan,50,3000,2.44,3640.11,33,South America,10655208.24
Airbus A320,1993,2,Turbofan,180,6300,6.08,4206.08,30,Australia,77180864.52
Airbus A350,1985,2,Turbofan,350,14800,7.57,2543.42,38,Africa,368319800.68
Boeing 737,2012,2,Turbofan,162,5700,2.96,4050.31,11,South America,114355371.55
Boeing 737,2013,2,Turbofan,162,5700,9.17,1362.17,10,Asia,89380061.96
Cessna 172,1980,1,Piston,4,1285,12.88,4214.99,43,North America,249453.42
Cessna 172,2022,1,Piston,4,1285,22.0,1383.86,1,Europe,480735.19
Bombardier CRJ200,1994,2,Turbofan,50,3000,14.27,1058.91,29,Australia,13295899.63
Bombardier CRJ200,2001,2,Turbofan,50,3000,11.27,2034.7,22,Africa,11461447.13
Boeing 737,2000,2,Turbofan,162,5700,12.64,4308.03,23,Australia,69449179.55
Boeing 777,2015,2,Turbofan,396,15600,9.65,2282.32,8,Africa,725357849.37
Cessna 172,2022,1,Piston,4,1285,43.76,1890.62,1,Africa,372922.08
Airbus A320,2016,2,Turbofan,180,6300,2.19,1478.23,7,North America,123809896.25
Bombardier CRJ200,2006,2,Turbofan,50,3000,4.65,2787.29,17,Australia,14966876.08
Boeing 737,1994,2,Turbofan,162,5700,5.14,3934.35,29,Australia,67521503.29
Bombardier CRJ200,2009,2,Turbofan,50,3000,15.0,4938.12,14,Europe,20323367.48
Bombardier CRJ200,1992,2,Turbofan,50,3000,11.88,4412.87,31,Australia,13765620.52
Boeing 737,2012,2,Turbofan,162,5700,2.3,4805.04,11,Asia,92783487.88
Airbus A350,1989,2,Turbofan,350,14800,4.83,2920.62,34,Asia,319349508.6
Bombardier CRJ200,1999,2,Turbofan,50,3000,9.16,3090.96,24,Europe,15639656.19
Airbus A350,1999,2,Turbofan,350,14800,9.18,4820.48,24,Europe,369417850.4
Cessna 172,2020,1,Piston,4,1285,28.82,2471.45,3,Asia,437230.9
Airbus A320,1981,2,Turbofan,180,6300,6.94,1754.28,42,Asia,89942009.53
Boeing 737,1998,2,Turbofan,162,5700,6.57,3363.96,25,Asia,74981964.2
Airbus A320,1991,2,Turbofan,180,6300,9.95,1921.24,32,Australia,75302680.45
Boeing 737,1984,2,Turbofan,162,5700,2.94,689.57,39,North America,59778021.97
Airbus A350,1987,2,Turbofan,350,14800,2.25,1595.22,36,Africa,400165602.88
Boeing 777,2022,2,Turbofan,396,15600,7.68,774.98,1,Africa,683504708.84
Boeing 737,2018,2,Turbofan,162,5700,12.29,4608.99,5,North America,119634363.24
Boeing 777,2004,2,Turbofan,396,15600,2.94,1983.41,19,North America,482312340.68
Airbus A320,1999,2,Turbofan,180,6300,13.31,4973.25,24,Africa,98088072.89
Cessna 172,2017,1,Piston,4,1285,17.78,3520.53,6,Africa,360434.27
Bombardier CRJ200,2019,2,Turbofan,50,3000,8.1,1400.22,4,South America,27175938.56
Boeing 737,2023,2,Turbofan,162,5700,2.76,3590.42,0,Africa,122445806.61
Boeing 737,2011,2,Turbofan,162,5700,9.59,2383.72,12,North America,99120907.89
Boeing 777,1981,2,Turbofan,396,15600,8.96,1228.23,42,North America,480566733.59
Bombardier CRJ200,2010,2,Turbofan,50,3000,2.2,4607.12,13,Africa,16765862.98
Cessna 172,1986,1,Piston,4,1285,16.03,529.02,37,Africa,218122.51
Bombardier CRJ200,2017,2,Turbofan,50,3000,12.43,2403.08,6,South America,23008800.4
Boeing 777,2023,2,Turbofan,396,15600,5.05,2350.2,0,Africa,681026582.69
Boeing 737,2004,2,Turbofan,162,5700,12.37,2814.11,19,Asia,80970585.01
Airbus A350,1985,2,Turbofan,350,14800,12.31,2023.51,38,Africa,382669862.17
Boeing 777,2014,2,Turbofan,396,15600,11.6,1454.8,9,Asia,781348337.18
Boeing 737,1995,2,Turbofan,162,5700,4.29,3657.99,28,Australia,58380465.06
Bombardier CRJ200,2020,2,Turbofan,50,3000,10.0,4874.82,3,Asia,23217025.05
Airbus A350,2004,2,Turbofan,350,14800,10.93,3215.77,19,Australia,411332055.12
Boeing 777,1995,2,Turbofan,396,15600,12.06,2270.81,28,South America,414140976.41
Airbus A350,1982,2,Turbofan,350,14800,10.85,3588.29,41,North America,379664853.51
Boeing 777,2015,2,Turbofan,396,15600,8.96,1506.98,8,Australia,786805722.66
Airbus A350,1993,2,Turbofan,350,14800,2.44,4985.7,30,South America,393016829.54
Airbus A350,1986,2,Turbofan,350,14800,3.01,793.55,37,Asia,349663385.03
Bombardier CRJ200,1988,2,Turbofan,50,3000,6.22,3301.03,35,South America,12565899.63
Bombardier CRJ200,1981,2,Turbofan,50,3000,4.8,2557.94,42,South America,12370178.75
Airbus A350,1984,2,Turbofan,350,14800,9.47,4750.53,39,South America,410994216.56
Airbus A320,2009,2,Turbofan,180,6300,4.22,1057.59,14,North America,113804146.08
Bombardier CRJ200,2016,2,Turbofan,50,3000,5.99,2354.78,7,Africa,20376345.6
Cessna 172,2021,1,Piston,4,1285,43.6,1193.27,2,Australia,403913.74
Boeing 737,1996,2,Turbofan,162,5700,4.09,1878.72,27,South America,61407731.51
Boeing 737,2013,2,Turbofan,162,5700,2.15,2786.83,10,Africa,105529749.05
Airbus A320,2008,2,Turbofan,180,6300,6.69,1897.38,15,North America,107724459.6
Airbus A320,1982,2,Turbofan,180,6300,9.3,2629.24,41,North America,74296860.41
Cessna 172,2001,1,Piston,4,1285,40.3,4422.86,22,Africa,251719.74
Boeing 737,2023,2,Turbofan,162,5700,3.13,3751.93,0,Europe,127698020.41
Boeing 737,1992,2,Turbofan,162,5700,9.6,4384.1,31,Africa,61478947.93
Airbus A350,1995,2,Turbofan,350,14800,3.18,1459.56,28,Asia,412085897.79
Airbus A350,2021,2,Turbofan,350,14800,2.37,1276.39,2,Europe,783570302.29
Airbus A350,1982,2,Turbofan,350,14800,9.58,2337.28,41,North America,406015580.64
Airbus A320,1994,2,Turbofan,180,6300,3.44,3247.42,29,North America,83074882.37
Bombardier CRJ200,2017,2,Turbofan,50,3000,14.79,3571.62,6,Africa,23485843.94
Airbus A320,2008,2,Turbofan,180,6300,10.82,4329.97,15,Australia,100608886.29
Boeing 737,1986,2,Turbofan,162,5700,14.4,1627.53,37,Europe,56663064.31
Airbus A320,1988,2,Turbofan,180,6300,10.42,994.0,35,Australia,77245887.22
Cessna 172,2016,1,Piston,4,1285,13.78,2469.69,7,Asia,397031.99
Airbus A350,2011,2,Turbofan,350,14800,4.63,3764.37,12,North America,602351344.12
Bombardier CRJ200,2007,2,Turbofan,50,3000,2.14,3603.99,16,Asia,15049219.7
Bombardier CRJ200,2013,2,Turbofan,50,3000,7.08,4258.61,10,Australia,16209151.95
Boeing 777,2020,2,Turbofan,396,15600,6.58,550.71,3,South America,796481800.36
Boeing 737,2006,2,Turbofan,162,5700,4.35,4734.65,17,Africa,83753670.47
Boeing 737,1997,2,Turbofan,162,5700,4.12,1333.16,26,Africa,64150071.02
Cessna 172,2007,1,Piston,4,1285,13.69,1614.03,16,Asia,259581.49
Boeing 737,1985,2,Turbofan,162,5700,5.56,2119.45,38,North America,66064789.81
Bombardier CRJ200,2002,2,Turbofan,50,3000,6.85,1059.37,21,Africa,14020323.23
Airbus A350,2012,2,Turbofan,350,14800,13.4,4693.93,11,Europe,672399344.46
Airbus A320,1987,2,Turbofan,180,6300,11.26,895.36,36,Asia,71794373.65
Airbus A320,1985,2,Turbofan,180,6300,8.99,4877.86,38,South America,67623402.9
Airbus A320,2022,2,Turbofan,180,6300,9.68,3352.05,1,Europe,153485648.91
Airbus A350,2022,2,Turbofan,350,14800,2.34,3433.7,1,South America,891110231.61
Boeing 777,2015,2,Turbofan,396,15600,4.71,1433.89,8,North America,743741393.44
Airbus A350,1984,2,Turbofan,350,14800,11.25,1742.98,39,Australia,412814361.7
Airbus A320,2017,2,Turbofan,180,6300,13.86,1830.46,6,Africa,142525597.16
Boeing 737,2015,2,Turbofan,162,5700,7.14,3846.68,8,Asia,103981814.16
Airbus A320,1992,2,Turbofan,180,6300,6.03,4805.46,31,Europe,75140727.81
Boeing 777,1988,2,Turbofan,396,15600,4.46,1984.55,35,Australia,373009031.36
Bombardier CRJ200,2005,2,Turbofan,50,3000,7.39,1986.16,18,Asia,16762465.24
Boeing 777,1983,2,Turbofan,396,15600,7.35,2451.78,40,South America,451712944.79
Boeing 737,1987,2,Turbofan,162,5700,12.38,4186.78,36,South America,63562571.63
Bombardier CRJ200,1997,2,Turbofan,50,3000,12.4,955.06,26,South America,13336265.66
Cessna 172,1980,1,Piston,4,1285,34.43,4952.14,43,North America,216821.35
Airbus A320,2000,2,Turbofan,180,6300,11.81,3258.04,23,Europe,79401325.56
Airbus A350,1993,2,Turbofan,350,14800,6.48,3918.11,30,Europe,353807380.02
Bombardier CRJ200,2010,2,Turbofan,50,3000,6.09,1107.82,13,Africa,18442475.34
Airbus A350,1993,2,Turbofan,350,14800,8.9,3640.82,30,Asia,368698808.3
Airbus A320,2004,2,Turbofan,180,6300,13.74,4859.93,19,South America,106039530.55
Bombardier CRJ200,2020,2,Turbofan,50,3000,5.0,2319.37,3,South America,22762316.66
Boeing 737,1989,2,Turbofan,162,5700,10.61,1547.05,34,Australia,77046263.62
Airbus A320,2012,2,Turbofan,180,6300,2.29,3587.34,11,Europe,122419158.28
Boeing 737,2010,2,Turbofan,162,5700,8.92,743.18,13,South America,98585773.53
Boeing 737,2016,2,Turbofan,162,5700,9.61,2984.84,7,Europe,96511053.1
Airbus A320,2020,2,Turbofan,180,6300,10.32,1861.05,3,Africa,150344513.39
Bombardier CRJ200,2003,2,Turbofan,50,3000,10.86,1370.43,20,Europe,16241966.19
Boeing 777,2006,2,Turbofan,396,15600,4.75,4719.44,17,Asia,490689303.02
Airbus A350,1982,2,Turbofan,350,14800,7.29,3815.25,41,North America,355490171.89
Airbus A350,1981,2,Turbofan,350,14800,13.37,782.13,42,Europe,300794011.17
Bombardier CRJ200,2003,2,Turbofan,50,3000,5.77,2047.92,20,Africa,15440426.83
Airbus A350,2018,2,Turbofan,350,14800,6.38,2549.66,5,Europe,771414357.77
Bombardier CRJ200,1988,2,Turbofan,50,3000,5.83,3535.08,35,Africa,12394775.27
Cessna 172,2012,1,Piston,4,1285,43.61,2879.33,11,Africa,401207.47
Bombardier CRJ200,2020,2,Turbofan,50,3000,11.69,1451.36,3,Europe,24566032.72
Airbus A320,2018,2,Turbofan,180,6300,14.0,3408.19,5,South America,148381693.65
Boeing 777,2011,2,Turbofan,396,15600,9.35,876.39,12,Asia,562951745.08
Airbus A350,2018,2,Turbofan,350,14800,7.05,2983.53,5,Asia,569484142.69
Airbus A350,1984,2,Turbofan,350,14800,2.56,3845.74,39,South America,376307228.94
Boeing 737,1989,2,Turbofan,162,5700,12.9,4242.0,34,Australia,61663312.98
Boeing 737,2003,2,Turbofan,162,5700,2.19,3336.83,20,North America,78216990.68
Airbus A350,1997,2,Turbofan,350,14800,11.4,4315.83,26,Africa,436855381.24
Bombardier CRJ200,2001,2,Turbofan,50,3000,8.87,924.46,22,North America,13840724.17
Cessna 172,2018,1,Piston,4,1285,48.9,1810.74,5,North America,401431.74
Boeing 777,2010,2,Turbofan,396,15600,6.51,4701.86,13,South America,627689712.79
Airbus A350,2004,2,Turbofan,350,14800,6.23,4553.96,19,Australia,503804795.53
Cessna 172,2015,1,Piston,4,1285,24.44,582.57,8,Australia,391280.74
Cessna 172,2018,1,Piston,4,1285,49.88,587.45,5,Australia,389195.55
Cessna 172,1988,1,Piston,4,1285,18.05,4057.5,35,Africa,191477.14
Boeing 777,1985,2,Turbofan,396,15600,9.9,2682.74,38,Australia,415704030.88
Airbus A350,2001,2,Turbofan,350,14800,4.74,1847.01,22,South America,393807395.29
Cessna 172,2019,1,Piston,4,1285,26.41,3012.3,4,Australia,305519.5
Boeing 737,1996,2,Turbofan,162,5700,5.48,1964.83,27,Australia,61785478.31
Boeing 777,1997,2,Turbofan,396,15600,12.46,2950.47,26,North America,359198502.27
Cessna 172,2012,1,Piston,4,1285,12.76,2639.68,11,Europe,313721.2
Boeing 777,2000,2,Turbofan,396,15600,8.74,3655.76,23,Europe,347103749.71
Cessna 172,1992,1,Piston,4,1285,13.62,4571.03,31,North America,212957.46
Boeing 777,1992,2,Turbofan,396,15600,6.9,4414.21,31,North America,411687687.13
Cessna 172,2023,1,Piston,4,1285,43.26,968.77,0,Africa,452635.05
Boeing 777,1996,2,Turbofan,396,15600,2.42,3569.8,27,South America,411300764.19
Airbus A350,2022,2,Turbofan,350,14800,11.71,3481.7,1,Australia,661729187.94
Airbus A320,2019,2,Turbofan,180,6300,10.57,3741.1,4,Europe,150206169.17
Bombardier CRJ200,1998,2,Turbofan,50,3000,13.86,1673.56,25,Europe,13863298.33
Bombardier CRJ200,2023,2,Turbofan,50,3000,6.77,581.96,0,North America,22895669.96
Bombardier CRJ200,2014,2,Turbofan,50,3000,2.86,611.75,9,South America,23034629.49
Boeing 777,1993,2,Turbofan,396,15600,14.54,3418.87,30,Africa,413017838.89
Cessna 172,2013,1,Piston,4,1285,20.27,1932.46,10,Europe,443810.09
Boeing 737,1998,2,Turbofan,162,5700,5.55,594.43,25,Australia,54698659.29
Airbus A320,1993,2,Turbofan,180,6300,11.33,893.07,30,South America,76538182.6
Bombardier CRJ200,2001,2,Turbofan,50,3000,14.18,4525.79,22,Europe,12794073.48
Bombardier CRJ200,2011,2,Turbofan,50,3000,3.43,3833.88,12,North America,18615369.89
Airbus A320,2005,2,Turbofan,180,6300,12.13,3513.87,18,Africa,109138618.21
Bombardier CRJ200,1997,2,Turbofan,50,3000,14.02,1677.84,26,South America,13386246.48
Airbus A350,2014,2,Turbofan,350,14800,13.76,1307.95,9,North America,563445360.08
Airbus A320,1996,2,Turbofan,180,6300,2.03,4220.07,27,South America,75295544.66
Boeing 737,1996,2,Turbofan,162,5700,5.41,4244.4,27,Asia,65660397.55
Airbus A350,2015,2,Turbofan,350,14800,6.75,3497.82,8,Africa,669073347.4
Boeing 737,1984,2,Turbofan,162,5700,12.79,767.31,39,Europe,60750119.3
Boeing 777,2011,2,Turbofan,396,15600,8.27,3201.6,12,Africa,537846300.52
Cessna 172,2017,1,Piston,4,1285,15.62,1393.97,6,North America,368889.13
Cessna 172,2016,1,Piston,4,1285,13.2,3096.37,7,Africa,362103.62
Airbus A320,1997,2,Turbofan,180,6300,13.06,3211.04,26,Asia,69653664.27
Airbus A350,2020,2,Turbofan,350,14800,13.94,1292.43,3,Africa,675852355.52
Cessna 172,1986,1,Piston,4,1285,44.67,997.73,37,Africa,201915.18
Airbus A350,2004,2,Turbofan,350,14800,12.63,2590.14,19,North America,464116529.45
Boeing 737,1988,2,Turbofan,162,5700,8.35,3767.91,35,Europe,69020104.13
Boeing 737,2003,2,Turbofan,162,5700,10.78,2947.17,20,Asia,80523394.83
Boeing 737,1984,2,Turbofan,162,5700,6.62,3022.69,39,North America,53356883.11
Boeing 737,2015,2,Turbofan,162,5700,5.65,2481.26,8,South America,111431272.91
Boeing 777,1988,2,Turbofan,396,15600,6.18,1053.0,35,Asia,383711114.39
Bombardier CRJ200,2023,2,Turbofan,50,3000,4.28,3866.02,0,Africa,26643636.55
Airbus A320,1982,2,Turbofan,180,6300,3.49,2409.89,41,Australia,80898482.02
Cessna 172,1983,1,Piston,4,1285,18.53,3233.67,40,Asia,192405.45
Boeing 737,2001,2,Turbofan,162,5700,13.22,2634.9,22,South America,67824545.46
Bombardier CRJ200,1997,2,Turbofan,50,3000,9.93,4909.73,26,North America,12262978.03
Airbus A350,1995,2,Turbofan,350,14800,7.59,2616.78,28,Europe,340847188.54
Airbus A320,2019,2,Turbofan,180,6300,10.13,4685.09,4,South America,146359233.27
Cessna 172,1997,1,Piston,4,1285,32.5,1327.9,26,South America,244624.09
Boeing 777,1995,2,Turbofan,396,15600,4.39,3126.63,28,Europe,448149829.66
Boeing 737,2015,2,Turbofan,162,5700,2.73,3215.43,8,South America,117841925.16
Boeing 777,1994,2,Turbofan,396,15600,13.64,3448.65,29,Europe,482269655.83
Airbus A350,1993,2,Turbofan,350,14800,14.75,4326.61,30,South America,359664397.2
Cessna 172,1981,1,Piston,4,1285,43.5,720.72,42,Europe,217593.65
Boeing 737,2016,2,Turbofan,162,5700,12.59,2703.45,7,Australia,99478742.99
Cessna 172,1997,1,Piston,4,1285,46.61,3650.84,26,Africa,179088.4
Boeing 737,1986,2,Turbofan,162,5700,13.2,894.93,37,Europe,59360809.49
Airbus A350,1994,2,Turbofan,350,14800,2.6,2098.47,29,Europe,410516698.82
Airbus A350,2019,2,Turbofan,350,14800,8.2,570.83,4,Europe,701220587.86
Airbus A320,1994,2,Turbofan,180,6300,4.44,3351.35,29,North America,87384220.56
Boeing 737,1980,2,Turbofan,162,5700,13.28,4228.98,43,Europe,68992426.66
Bombardier CRJ200,1999,2,Turbofan,50,3000,11.51,4301.73,24,Africa,12619907.71
Cessna 172,2018,1,Piston,4,1285,14.22,3803.34,5,Africa,375015.66
Airbus A350,1993,2,Turbofan,350,14800,4.06,539.07,30,Europe,367376538.42
Boeing 737,1985,2,Turbofan,162,5700,5.12,4462.19,38,Africa,63977840.08
Bombardier CRJ200,2008,2,Turbofan,50,3000,8.46,1567.66,15,Africa,17571976.69
Airbus A320,2004,2,Turbofan,180,6300,14.79,1485.93,19,South America,97472252.91
Airbus A350,1981,2,Turbofan,350,14800,10.72,870.72,42,South America,374682122.91
Boeing 777,1993,2,Turbofan,396,15600,4.84,3411.17,30,Australia,386702728.64
Airbus A350,2007,2,Turbofan,350,14800,2.13,2702.5,16,South America,515021389.89
Boeing 777,2000,2,Turbofan,396,15600,11.77,4859.32,23,Asia,410095523.37
Airbus A350,2012,2,Turbofan,350,14800,11.97,1222.53,11,South America,524586115.0
Airbus A350,2008,2,Turbofan,350,14800,12.93,765.03,15,South America,529788957.82
Airbus A320,2003,2,Turbofan,180,6300,6.68,1458.34,20,Europe,97892701.43
Bombardier CRJ200,1984,2,Turbofan,50,3000,9.86,2647.58,39,South America,12827776.22
Bombardier CRJ200,2023,2,Turbofan,50,3000,13.58,2080.91,0,Africa,28833804.47
Airbus A320,2005,2,Turbofan,180,6300,8.06,866.26,18,Europe,109145469.63
Airbus A320,2000,2,Turbofan,180,6300,2.17,3473.74,23,North America,89422051.03
Airbus A350,1997,2,Turbofan,350,14800,6.45,1310.62,26,Europe,323124787.91
Bombardier CRJ200,1998,2,Turbofan,50,3000,11.63,4683.64,25,Europe,13266215.66
Airbus A350,2018,2,Turbofan,350,14800,6.93,1780.73,5,Africa,734681145.06
Boeing 737,2023,2,Turbofan,162,5700,13.19,2059.25,0,South America,127453007.15
Airbus A320,2021,2,Turbofan,180,6300,14.77,742.49,2,Australia,146889840.48
Boeing 737,2008,2,Turbofan,162,5700,11.78,3986.25,15,Australia,95180813.86
Boeing 737,2004,2,Turbofan,162,5700,5.99,4555.65,19,South America,87417569.24
